Title,Abstract,Processed_Abstract
Using the structure of Web sites for automatic segmentation of tables,"Many Web sites, especially those that dynamically generate HTML pages to display the results of a user's query, present information in the form of list or tables. Current tools that allow applications to programmatically extract this information rely heavily on user input, often in the form of labeled extracted records. The sheer size and rate of growth of the Web make any solution that relies primarily on user input is infeasible in the long term. Fortunately, many Web sites contain much explicit and implicit structure, both in layout and content, that we can exploit for the purpose of information extraction. This paper describes an approach to automatic extraction and segmentation of records from Web tables. Automatic methods do not require any user input, but rely solely on the layout and content of the Web source. Our approach relies on the common structure of many Web sites, which present information as a list or a table, with a link in each entry leading to a detail page containing additional information about that item. We describe two algorithms that use redundancies in the content of table and detail pages to aid in information extraction. The first algorithm encodes additional information provided by detail pages as constraints and finds the segmentation by solving a constraint satisfaction problem. The second algorithm uses probabilistic inference to find the record segmentation. We show how each approach can exploit the web site structure in a general, domain-independent manner, and we demonstrate the effectiveness of each algorithm on a set of twelve Web sites.",mani web site especi dynam gener html page display result user queri present inform form list tabl current tool allow applic programmat extract inform reli heavili user input often form label extract record sheer size rate growth web make solut reli primarili user input infeas long term fortun mani web site contain much explicit implicit structur layout content exploit purpos inform extract paper describ approach automat extract segment record web tabl automat method requir user input reli sole layout content web sourc approach reli common structur mani web site present inform list tabl link entri lead detail page contain addit inform item describ two algorithm use redund content tabl detail page aid inform extract first algorithm encod addit inform provid detail page constraint find segment solv constraint satisfact problem second algorithm use probabilist infer find record segment show approach exploit web site structur gener domainindepend manner demonstr effect algorithm set twelv web site
TREC GENOMICS Track Overview,"The first year of TREC Genomics Track featured two tasks: ad hoc retrieval and information extraction. Both tasks centered around the Gene Reference into Function (GeneRIF) resource of the National Library of Medicine, which was used as both pseudorelevance judgments for ad hoc document retrieval as well as target text for information extraction. The track attracted 29 groups who participated in one or both tasks.",first year trec genom track featur two task ad hoc retriev inform extract task center around gene refer function generif resourc nation librari medicin use pseudorelev judgment ad hoc document retriev well target text inform extract track attract group particip one task
Using Musical Structure to Enhance Automatic Chord Transcription,"Chord extraction from audio is a well-established music computing task, and many valid approaches have been presented in recent years that use different chord templates, smoothing techniques and musical context models. The present work shows that additional exploitation of the repetitive structure of songs can enhance chord extraction, by combining chroma information from multiple occurrences of the same segment type. To justify this claim we modify an existing chord labelling method, providing it with manual or automatic segment labels, and compare chord extraction results on a collection of 125 songs to baseline methods without segmentation information. Our method results in consistent and more readily readable chord labels and provides a statistically significant boost in label accuracy.",chord extract audio wellestablish music comput task mani valid approach present recent year use differ chord templat smooth techniqu music context model present work show addit exploit repetit structur song enhanc chord extract combin chroma inform multipl occurr segment type justifi claim modifi exist chord label method provid manual automat segment label compar chord extract result collect song baselin method without segment inform method result consist readili readabl chord label provid statist signific boost label accuraci
An Analysis of Structured Data on the Web,"In this paper, we analyze the nature and distribution of structured data on the Web. Web-scale information extraction, or the problem of creating structured tables using extraction from the entire web, is gathering lots of research interest. We perform a study to understand and quantify the value of Web-scale extraction, and how structured information is distributed amongst top aggregator websites and tail sites for various interesting domains. We believe this is the first study of its kind, and gives us new insights for information extraction over the Web.",paper analyz natur distribut structur data web webscal inform extract problem creat structur tabl use extract entir web gather lot research interest perform studi understand quantifi valu webscal extract structur inform distribut amongst top aggreg websit tail site variou interest domain believ first studi kind give u new insight inform extract web
University of Sheffield: Description of the LaSIE-II System as Used for MUC-7,"The University of She eld NLP group took part in MUC-7 using the LaSIE-II system, an evolution of the LaSIE (Large Scale Information Extraction) system rst created for participation in MUC-6 [9] and part of a larger research e ort into information extraction underway in our group. LaSIE-II was used to carry out all ve of the MUC-7 tasks and was, in fact, the only system to take part in all of the MUC-7 tasks.",univers eld nlp group took part muc use lasieii system evolut lasi larg scale inform extract system rst creat particip muc part larger research e ort inform extract underway group lasieii use carri muc task fact system take part muc task
Text Mining: Natural Language techniques and Text Mining applications,nan,nan
Secure data transmission using video Steganography,"It is very essential to transmit important data like banking and military information in a secure manner. Video Steganography is the process of hiding some secret information inside a video. The addition of this information to the video is not recognizable by the human eye as the change of a pixel color is negligible. This paper aims to provide an efficient and a secure method for video Steganography. The proposed method creates an index for the secret information and the index is placed in a frame of the video itself. With the help of this index, the frames containing the secret information are located. Hence, during the extraction process, instead of analyzing the entire video, the frames containing the secret data are analyzed with the help of index at the receiving end. When steganographed by this method, the probability of finding the hidden information by an attacker is lesser when compared to the normal method of hiding information frame-by-frame in a sequential manner. It also reduces the computational time taken for the extraction process.",essenti transmit import data like bank militari inform secur manner video steganographi process hide secret inform insid video addit inform video recogniz human eye chang pixel color neglig paper aim provid effici secur method video steganographi propos method creat index secret inform index place frame video help index frame contain secret inform locat henc extract process instead analyz entir video frame contain secret data analyz help index receiv end steganograph method probabl find hidden inform attack lesser compar normal method hide inform framebyfram sequenti manner also reduc comput time taken extract process
Steganography in Compressed Video Stream,"In this paper, a steganographic algorithm in MPEG compressed video stream was proposed. In each GOP, the control information for to facilitate data extraction was embedded in I frame, in P frames and B frames, the actually transmitted data were repeatedly embedded in motion vectors of macro-blocks that have larger moving speed, for to resist video processing. Data extraction was also performed in compressed video stream without requiring original video. On a GOP by GOP basis, control information in I frame should be extracted firstly, then the embedded data in P and B frames can be extracted based on the control information. Experimental results show that the proposed algorithm has the characteristics of little degrading the visual effect, larger embedding capacity and resisting video processing such as frame adding or frame dropping",paper steganograph algorithm mpeg compress video stream propos gop control inform facilit data extract embed frame p frame b frame actual transmit data repeatedli embed motion vector macroblock larger move speed resist video process data extract also perform compress video stream without requir origin video gop gop basi control inform frame extract firstli embed data p b frame extract base control inform experiment result show propos algorithm characterist littl degrad visual effect larger embed capac resist video process frame ad frame drop
Algorithms and methods of airborne laser-scanning for forest measurements,"Extracting forest variables from airborne laser scanner has less than 10 years of history. During that time, however, a new area in the field of forest studies has emerged. This paper describes existing algorithms and methods of airborne laser scanning that are used for forest measurements. The methods are divided into the following categories: 1) extraction of DTM (digital terrain model), 2) extraction of canopy height, 3) extraction of statistical variables from laser data, 4) extraction of individual tree information using image processing techniques, 5) integrating aerial image data with laser scanner, 6) use of intensity and waveform information, and 7) use of change detection methods.",extract forest variabl airborn laser scanner less year histori time howev new area field forest studi emerg paper describ exist algorithm method airborn laser scan use forest measur method divid follow categori extract dtm digit terrain model extract canopi height extract statist variabl laser data extract individu tree inform use imag process techniqu integr aerial imag data laser scanner use intens waveform inform use chang detect method
"The SPIRIT Spatial Search Engine: Architecture, Ontologies and Spatial Indexing",nan,nan
A Review of Techniques for Extracting Linear Features from Imagery,"The automated extraction of linear features from remotely sensed imagery has been the subject of extensive research over several decades. Recent studies show promise for extraction of feature information for applications such as updating geographic information systems (GIS). Research has been stimulated by the increase in available imagery in recent years following the launch of several airborne and satellite sensors. However, while the expansion in the range and availability of image data provides new possibilities for deriving image related products, it also places new demands on image processing. Efficiently dealing with the vast amount of available data necessitates an increase in automation, while still taking advantage of the skills of a human operator. This paper provides an overview of the types of imagery being used for linear feature extraction. The paper also describes methods used for feature extraction and considers quantitative and qualitative accuracy assessment of these procedures.",autom extract linear featur remot sen imageri subject extens research sever decad recent studi show promis extract featur inform applic updat geograph inform system gi research stimul increas avail imageri recent year follow launch sever airborn satellit sensor howev expans rang avail imag data provid new possibl deriv imag relat product also place new demand imag process effici deal vast amount avail data necessit increas autom still take advantag skill human oper paper provid overview type imageri use linear featur extract paper also describ method use featur extract consid quantit qualit accuraci assess procedur
The C-value/NC-value Method of Automatic Recognition for Multi-Word Terms,nan,nan
Hierarchical morphological segmentation for image sequence coding,"This paper deals with a hierarchical morphological segmentation algorithm for image sequence coding. Mathematical morphology is very attractive for this purpose because it efficiently deals with geometrical features such as size, shape, contrast, or connectivity that can be considered as segmentation-oriented features. The algorithm follows a top-down procedure. It first takes into account the global information and produces a coarse segmentation, that is, with a small number of regions. Then, the segmentation quality is improved by introducing regions corresponding to more local information. The algorithm, considering sequences as being functions on a 3-D space, directly segments 3-D regions. A 3-D approach is used to get a segmentation that is stable in time and to directly solve the region correspondence problem. Each segmentation stage relies on four basic steps: simplification, marker extraction, decision, and quality estimation. The simplification removes information from the sequence to make it easier to segment. Morphological filters based on partial reconstruction are proven to be very efficient for this purpose, especially in the case of sequences. The marker extraction identifies the presence of homogeneous 3-D regions. It is based on constrained flat region labeling and morphological contrast extraction. The goal of the decision is to precisely locate the contours of regions detected by the marker extraction. This decision is performed by a modified watershed algorithm. Finally, the quality estimation concentrates on the coding residue, all the information about the 3-D regions that have not been properly segmented and therefore coded. The procedure allows the introduction of the texture and contour coding schemes within the segmentation algorithm. The coding residue is transmitted to the next segmentation stage to improve the segmentation and coding quality. Finally, segmentation and coding examples are presented to show the validity and interest of the coding approach.",paper deal hierarch morpholog segment algorithm imag sequenc code mathemat morpholog attract purpos effici deal geometr featur size shape contrast connect consid segmentationori featur algorithm follow topdown procedur first take account global inform produc coars segment small number region segment qualiti improv introduc region correspond local inform algorithm consid sequenc function space directli segment region approach use get segment stabl time directli solv region correspond problem segment stage reli four basic step simplif marker extract decis qualiti estim simplif remov inform sequenc make easier segment morpholog filter base partial reconstruct proven effici purpos especi case sequenc marker extract identifi presenc homogen region base constrain flat region label morpholog contrast extract goal decis precis locat contour region detect marker extract decis perform modifi watersh algorithm final qualiti estim concentr code residu inform region properli segment therefor code procedur allow introduct textur contour code scheme within segment algorithm code residu transmit next segment stage improv segment code qualiti final segment code exampl present show valid interest code approach
A Performance Evaluation of Text-Analysis Technologies,"A performance evaluation of 15 text-analysis systems was recently conducted to realistically assess the state of the art for detailed information extraction from unconstrained continuous text. Reports associated with terrorism were chosen as the target domain, and all systems were tested on a collection of previously unseen texts released by a government agency. Based on multiple strategies for computing each metric, the competing systems were evaluated for recall, precision, and overgeneration. The results support the claim that systems incorporating natural language‐processing techniques are more effective than systems based on stochastic techniques alone. A wide range of language-processing strategies was employed by the top-scoring systems, indicating that many natural language‐processing techniques provide a viable foundation for sophisticated text analysis. Further evaluation is needed to produce a more detailed assessment of the relative merits of specific technologies and establish true performance limits for automated information extraction.",perform evalu textanalysi system recent conduct realist assess state art detail inform extract unconstrain continu text report associ terror chosen target domain system test collect previous unseen text releas govern agenc base multipl strategi comput metric compet system evalu recal precis overgener result support claim system incorpor natur languageprocess techniqu effect system base stochast techniqu alon wide rang languageprocess strategi employ topscor system indic mani natur languageprocess techniqu provid viabl foundat sophist text analysi evalu need produc detail assess rel merit specif technolog establish true perform limit autom inform extract
Challenges inbuilding a DBMS Resource Advisor,"The AVATAR Information Extraction System (IES) at the IBM Almaden Research Center enables highprecision, rule-based, information extraction from text-documents. Drawing from our experience we propose the use of probabilistic database techniques as the formal underpinnings of information extraction systems so as to maintain high precision while increasing recall. This involves building a framework where rule-based annotators can be mapped to queries in a database system. We use examples from AVATAR IES to describe the challenges in achieving this goal. Finally, we show that deriving precision estimates in such a database system presents a significant challenge for probabilistic database systems.",avatar inform extract system i ibm almaden research center enabl highprecis rulebas inform extract textdocu draw experi propos use probabilist databas techniqu formal underpin inform extract system maintain high precis increas recal involv build framework rulebas annot map queri databas system use exampl avatar i describ challeng achiev goal final show deriv precis estim databas system present signific challeng probabilist databas system
Approaches to text mining for clinical medical records,"Clinical medical records contain a wealth of information, largely in free-text form. Means to extract structured information from free-text records is an important research endeavor. In this paper, we describe a MEDical Information Extraction (MedIE) system that extracts and mines a variety of patient information with breast complaints from free-text clinical records. MedIE is a part of medical text mining project being conducted in Drexel University. Three approaches are proposed to solve different IE tasks and very good performance (precision and recall) was achieved. A graph-based approach which uses the parsing result of link-grammar parser was invented for relation extraction; high accuracy was achieved. A simple but efficient ontology-based approach was adopted to extract medical terms of interest. Finally, an NLP-based feature extraction method coupled with an ID3-based decision tree was used to perform text classification.",clinic medic record contain wealth inform larg freetext form mean extract structur inform freetext record import research endeavor paper describ medic inform extract medi system extract mine varieti patient inform breast complaint freetext clinic record medi part medic text mine project conduct drexel univers three approach propos solv differ ie task good perform precis recal achiev graphbas approach use par result linkgrammar parser invent relat extract high accuraci achiev simpl effici ontologybas approach adopt extract medic term interest final nlpbase featur extract method coupl idbas decis tree use perform text classif
Description of the UMass System as Used for MUC-6,"Information extraction research at the University of Massachusetts is based on portable, trainable language processing components. Some components are more effective than others, some have been under development longer than others, but in all cases, we are working to eliminate manual knowledge engineering. Although UMass has participated in previous MUC evaluations, all of our information extraction software has been redesigned and rewritten since MUC-5, so we are evaluating a completely new system this year.",inform extract research univers massachusett base portabl trainabl languag process compon compon effect other develop longer other case work elimin manual knowledg engin although umass particip previou muc evalu inform extract softwar redesign rewritten sinc muc evalu complet new system year
The Common Pattern Specification Language,This paper describes the Common Pattern Specification Language (CPSL) that was developed during the TIPSTER program by a committee of researchers from the TIPSTER research sites. Many information extraction systems work by matching regular expressions over the lexical features of input symbols. CPSL was designed as a language for specifying such finite-state grammars for the purpose of specifying information extraction rules in a relatively system-independent way. The adoption of such a common language would enable the creation of shareable resources for the development of rule-based information extraction systems.,paper describ common pattern specif languag cpsl develop tipster program committe research tipster research site mani inform extract system work match regular express lexic featur input symbol cpsl design languag specifi finitest grammar purpos specifi inform extract rule rel systemindepend way adopt common languag would enabl creation shareabl resourc develop rulebas inform extract system
Use of syntactic context to produce term association lists for text retrieval,"One aspect of world knowledge essential to information retrieval is knowing when two words are related. Knowing word relatedness allows a system given a user's query terms to retrieve relevant documents not containing those exact terms. Two words can be said to be related if they appear in the same contexts Document co-occurrence gives a measure of word relatedness that has proved to be too rough to be useful. The relatively recent apparition of on-line dictionaries and robust and rapid parsers permits the extraction of finer word contexts from large corpora. In this paper, we will describe such an extraction technique that uses only coarse syntactic analysis and no domain knowledge. This technique produces lists of words related to any work appearing in a corpus. When the closest related terms were used in query expansion of a standard information retrieval testbed, the results were much better than that given by document co-occurence techniques, and slightly better than using unexpanded queries, supporting the contention that semantically similar words were indeed extracted by this technique.",one aspect world knowledg essenti inform retriev know two word relat know word related allow system given user queri term retriev relev document contain exact term two word said relat appear context document cooccurr give measur word related prove rough use rel recent apparit onlin dictionari robust rapid parser permit extract finer word context larg corpus paper describ extract techniqu use coars syntact analysi domain knowledg techniqu produc list word relat work appear corpu closest relat term use queri expans standard inform retriev testb result much better given document cooccur techniqu slightli better use unexpand queri support content semant similar word inde extract techniqu
TREC 2003 QA at BBN: Answering Definitional Questions,"For definitional QA, we adopted a hybrid approach that combines several complementary technology components. Information retrieval (IR) was used to retrieve from the corpus the relevant documents for each question. Various linguistic and extraction tools were used to analyze the retrieved texts and to extract various types of kernel facts from which the answer to the question is generated. These tools include name finding, parsing, co-reference resolution, proposition extraction, relation extraction and extraction of structured patterns. All text analysis functions except structured pattern extraction were carried out by Serif, a state of the art information extraction engine (Ramshaw, et al, 2001) from BBN.",definit qa adopt hybrid approach combin sever complementari technolog compon inform retriev ir use retriev corpu relev document question variou linguist extract tool use analyz retriev text extract variou type kernel fact answer question gener tool includ name find par corefer resolut proposit extract relat extract extract structur pattern text analysi function except structur pattern extract carri serif state art inform extract engin ramshaw et al bbn
A Biological Named Entity Recognizer,"In this paper we describe a new named entity extraction system. Our system is based on a manually developed set of rules that rely heavily upon some crucial lexical information, linguistic constraints of English, and contextual information. This system achieves state of art results in the protein name detection task, which is what many of the current name extraction systems do. We discuss the need for detection of chemical names and show that we not only obtain a high degree of success in recognizing chemicals but that this task can help improve the precision of protein name detection as well. We use context and surrounding words for categorization of named entities and find the results obtained are encouraging.",paper describ new name entiti extract system system base manual develop set rule reli heavili upon crucial lexic inform linguist constraint english contextu inform system achiev state art result protein name detect task mani current name extract system discus need detect chemic name show obtain high degre success recogn chemic task help improv precis protein name detect well use context surround word categor name entiti find result obtain encourag
"CLiDE Pro: The Latest Generation of CLiDE, a Tool for Optical Chemical Structure Recognition","We present CLiDE Pro, the latest version of the output of the long-term CLiDE project for the development of tools for automatic extraction of chemical information from the literature. CLiDE Pro is concerned with the extraction of chemical structure and generic structure information from electronic images of chemical molecules available online as well as pages of scanned chemical documents. The information is extracted in three phases, first the image is segmented into text and graphical regions, then graphical regions are analyzed and where possible the connection tables are reconstructed, and finally any generic structures are interpreted by matching R-groups found in structure diagrams with the ones located in the text. The program has been tested on a large set of images of chemical structures originating from various sources. The results demonstrate good performance in the reconstruction of connection tables with few errors in the interpretation of the individual drawing features found in the structure diagrams. This full test set is presented for use in the validation of other similar systems.",present clide pro latest version output longterm clide project develop tool automat extract chemic inform literatur clide pro concern extract chemic structur gener structur inform electron imag chemic molecul avail onlin well page scan chemic document inform extract three phase first imag segment text graphic region graphic region analyz possibl connect tabl reconstruct final gener structur interpret match rgroup found structur diagram one locat text program test larg set imag chemic structur origin variou sourc result demonstr good perform reconstruct connect tabl error interpret individu draw featur found structur diagram full test set present use valid similar system
A modified direction feature for cursive character recognition,"This paper describes a neural network-based technique for cursive character recognition applicable to segmentation-based word recognition systems. The proposed research builds on a novel feature extraction technique that extracts direction information from the structure of character contours. This principal is extended so that the direction information is integrated with a technique for detecting transitions between background and foreground pixels in the character image. The proposed technique is compared with the standard direction feature extraction technique, providing promising results using segmented characters from the CEDAR benchmark database.",paper describ neural networkbas techniqu cursiv charact recognit applic segmentationbas word recognit system propos research build novel featur extract techniqu extract direct inform structur charact contour princip extend direct inform integr techniqu detect transit background foreground pixel charact imag propos techniqu compar standard direct featur extract techniqu provid promis result use segment charact cedar benchmark databas
Learning to Extract Relations from MEDLINE,"Information in text form remains a greatly underutilized resource in biomedical applications. We have begun a research effort aimed at learning routines for automatically mapping information from biomedical text sources, such as MEDLINE, into structured representations, such as knowledge bases. We describe our application, two learning methods that we have applied to this task, and our initial experiments in learning such information-extraction routines. We also present an approach to decreasing the cost of learning information-extraction routines by learning from ""weakly"" labeled training data.",inform text form remain greatli underutil resourc biomed applic begun research effort aim learn routin automat map inform biomed text sourc medlin structur represent knowledg base describ applic two learn method appli task initi experi learn informationextract routin also present approach decreas cost learn informationextract routin learn weakli label train data
Extracting Buildings from Digital Surface models,"This paper describes an approach for building extraction using Digital Surface Models (DSM) as input data. The first task is the detection of areas within the DSM which describe buildings. The second task is the reconstruction of buildings for which we apply parametric and prismatic building models. The main focus is on the detection, namely on the use of height and differential geometric information to discriminate building and vegetation areas. Furthermore, recent results for the extraction of roof structures as first step towards the extraction of polyhedral building descriptions are presented.",paper describ approach build extract use digit surfac model dsm input data first task detect area within dsm describ build second task reconstruct build appli parametr prismat build model main focu detect name use height differenti geometr inform discrimin build veget area furthermor recent result extract roof structur first step toward extract polyhedr build descript present
Optimal Depletion of an Uncertain Stock,"to take inventory of the resource wealth of the United States.' This paper characterizes optimal extraction from a resource stock of uncertain size and examines the value of information about the size of the stock assuming costs and social preferences are known. Section 2 describes a method for determining the optimal extraction programme when there are no opportunities for exploration or storage of the resource. The model is an extension of the "" cake-eating "" problem analysed by Koopmans (1973) under conditions of certainty. Given fairly typical assumptions, the optimal rate of extraction when the resource stock is uncertain is less than the optimal rate for the expected value of the stock. That is, uncertainty implies a more conservative extraction policy. Exploration provides information about the cost and location of resource deposits and improves estimates of the total size of the resource endowment. The former aspect of exploration is discussed in Gilbert (1976). By specifying the efficient extraction programme conditional on a particular information structure, the analysis in Section 2 sets the stage for determining the value of exploration information about the size of the stock. This is the subject of Section 3. Conditions are derived that are necessary for efficient investment in exploration information. In particular, we show that if storage costs are negligible or if the marginal value of the resource is unbounded, it is always optimal to invest in exploration in order to maintain a stock of known reserves.",take inventori resourc wealth unit state paper character optim extract resourc stock uncertain size examin valu inform size stock assum cost social prefer known section describ method determin optim extract programm opportun explor storag resourc model extens cakeeat problem analys koopman condit certainti given fairli typic assumpt optim rate extract resourc stock uncertain less optim rate expect valu stock uncertainti impli conserv extract polici explor provid inform cost locat resourc deposit improv estim total size resourc endow former aspect explor discus gilbert specifi effici extract programm condit particular inform structur analysi section set stage determin valu explor inform size stock subject section condit deriv necessari effici invest explor inform particular show storag cost neglig margin valu resourc unbound alway optim invest explor order maintain stock known reserv
A search result clustering method using informatively named entities,"Clustering the results of a search helps the user to overview the information returned. In this paper, we regard the clustering task as indexing the search results. Here, an index means a structured label list that can makes it easier for the user to comprehend the labels and search results. To realize this goal, we make three proposals. First is to use Named Entity Extraction for term extraction. Second is a new label selecting criterion based on importance in the search result and the relation between terms and search queries. The third is label categorization using category information of labels, which is generated by NE extraction. We implement a prototype system based on these proposals and find that it offers much higher performance than existing methods; we focus on news articles in this paper.",cluster result search help user overview inform return paper regard cluster task index search result index mean structur label list make easier user comprehend label search result realiz goal make three propos first use name entiti extract term extract second new label select criterion base import search result relat term search queri third label categor use categori inform label gener ne extract implement prototyp system base propos find offer much higher perform exist method focu news articl paper
Feature Extraction,"Three complementary feature extraction approaches are developed in this thesis which addresses the challenge of dimensionality reduction in the presence of multivariate heavy-tailed and asymmetric distributions. First, we demonstrate how to improve the robustness of the standard Probabilistic Principal Component Analysis by adapting the concept of robust mean and covariance estimation within the standard framework. We then introduce feature extraction methods that extend the standard Principal Component Analysis by exploring distribution-based robustification. This is achieved via Probabilistic Principal Component Analysis (PPCA), in which new, statistically robust variants are derived, also treating missing data. We propose a novel generalisation to the t-Student Probabilistic Principal Component methodology which (1) accounts for asymmetric distribution of the observation data, (2) is a framework for grouped and generalised multiple-degree-of-freedom structures, which provides a more flexible framework to model groups of marginal tail dependence in the observation data, and (3) separates the tail effect of the error terms and factors. The new feature extraction methods are derived in an incomplete data setting to efficiently handle the presence of missing values in the observation vector. We discuss statistical properties of their robustness. In the next part of this thesis, we demonstrate the applicability of feature extraction methods to the statistical analysis of multidimensional dynamics. We introduce the class of Hybrid Factor models that combines classical state-space model formulations with incorporation of exogenous factors. We show how to utilize the information obtained from features extracted using introduced robust PPCA in a modelling framework in a meaningful and parsimonious manner. In the first application study, we show the applicability of robust feature extraction methods in the real data environment of financial markets and combine the obtained results with a stochastic multi-factor panel regression-based state-space model in order to model the dynamic of yield curves, whilst incorporating regression factors. We embed the rank-reduced feature extractions into a stochastic representation of state-space models for yield curve dynamics and compare the results to classical multi-factor dynamic Nelson-Siegel state-space models. This leads to important new representations of yield curve models that can have practical importance for addressing questions of financial stress testing and monetary policy interventions which can",three complementari featur extract approach develop thesi address challeng dimension reduct presenc multivari heavytail asymmetr distribut first demonstr improv robust standard probabilist princip compon analysi adapt concept robust mean covari estim within standard framework introduc featur extract method extend standard princip compon analysi explor distributionbas robustif achiev via probabilist princip compon analysi ppca new statist robust variant deriv also treat miss data propos novel generalis tstudent probabilist princip compon methodolog account asymmetr distribut observ data framework group generalis multipledegreeoffreedom structur provid flexibl framework model group margin tail depend observ data separ tail effect error term factor new featur extract method deriv incomplet data set effici handl presenc miss valu observ vector discus statist properti robust next part thesi demonstr applic featur extract method statist analysi multidimension dynam introduc class hybrid factor model combin classic statespac model formul incorpor exogen factor show util inform obtain featur extract use introduc robust ppca model framework meaning parsimoni manner first applic studi show applic robust featur extract method real data environ financi market combin obtain result stochast multifactor panel regressionbas statespac model order model dynam yield curv whilst incorpor regress factor emb rankreduc featur extract stochast represent statespac model yield curv dynam compar result classic multifactor dynam nelsonsiegel statespac model lead import new represent yield curv model practic import address question financi stress test monetari polici intervent
"Astaxanthin: Sources, Extraction, Stability, Biological Activities and Its Commercial Applications—A Review","There is currently much interest in biological active compounds derived from natural resources, especially compounds that can efficiently act on molecular targets, which are involved in various diseases. Astaxanthin (3,3′-dihydroxy-β, β′-carotene-4,4′-dione) is a xanthophyll carotenoid, contained in Haematococcus pluvialis, Chlorella zofingiensis, Chlorococcum, and Phaffia rhodozyma. It accumulates up to 3.8% on the dry weight basis in H. pluvialis. Our recent published data on astaxanthin extraction, analysis, stability studies, and its biological activities results were added to this review paper. Based on our results and current literature, astaxanthin showed potential biological activity in in vitro and in vivo models. These studies emphasize the influence of astaxanthin and its beneficial effects on the metabolism in animals and humans. Bioavailability of astaxanthin in animals was enhanced after feeding Haematococcus biomass as a source of astaxanthin. Astaxanthin, used as a nutritional supplement, antioxidant and anticancer agent, prevents diabetes, cardiovascular diseases, and neurodegenerative disorders, and also stimulates immunization. Astaxanthin products are used for commercial applications in the dosage forms as tablets, capsules, syrups, oils, soft gels, creams, biomass and granulated powders. Astaxanthin patent applications are available in food, feed and nutraceutical applications. The current review provides up-to-date information on astaxanthin sources, extraction, analysis, stability, biological activities, health benefits and special attention paid to its commercial applications.",current much interest biolog activ compound deriv natur resourc especi compound effici act molecular target involv variou diseas astaxanthin dihydroxyβ βcarotenedion xanthophyl carotenoid contain haematococcu pluviali chlorella zofingiensi chlorococcum phaffia rhodozyma accumul dri weight basi h pluviali recent publish data astaxanthin extract analysi stabil studi biolog activ result ad review paper base result current literatur astaxanthin show potenti biolog activ vitro vivo model studi emphas influenc astaxanthin benefici effect metabol anim human bioavail astaxanthin anim enhanc feed haematococcu biomass sourc astaxanthin astaxanthin use nutrit supplement antioxid anticanc agent prevent diabet cardiovascular diseas neurodegen disord also stimul immun astaxanthin product use commerci applic dosag form tablet capsul syrup oil soft gel cream biomass granul powder astaxanthin patent applic avail food feed nutraceut applic current review provid uptod inform astaxanthin sourc extract analysi stabil biolog activ health benefit special attent paid commerci applic
"Berberine: Botanical Occurrence, Traditional Uses, Extraction Methods, and Relevance in Cardiovascular, Metabolic, Hepatic, and Renal Disorders","Berberine-containing plants have been traditionally used in different parts of the world for the treatment of inflammatory disorders, skin diseases, wound healing, reducing fevers, affections of eyes, treatment of tumors, digestive and respiratory diseases, and microbial pathologies. The physico-chemical properties of berberine contribute to the high diversity of extraction and detection methods. Considering its particularities this review describes various methods mentioned in the literature so far with reference to the most important factors influencing berberine extraction. Further, the common separation and detection methods like thin layer chromatography, high performance liquid chromatography, and mass spectrometry are discussed in order to give a complex overview of the existing methods. Additionally, many clinical and experimental studies suggest that berberine has several pharmacological properties, such as immunomodulatory, antioxidative, cardioprotective, hepatoprotective, and renoprotective effects. This review summarizes the main information about botanical occurrence, traditional uses, extraction methods, and pharmacological effects of berberine and berberine-containing plants.",berberinecontain plant tradit use differ part world treatment inflammatori disord skin diseas wound heal reduc fever affect eye treatment tumor digest respiratori diseas microbi patholog physicochem properti berberin contribut high diver extract detect method consid particular review describ variou method mention literatur far refer import factor influenc berberin extract common separ detect method like thin layer chromatographi high perform liquid chromatographi mass spectrometri discus order give complex overview exist method addit mani clinic experiment studi suggest berberin sever pharmacolog properti immunomodulatori antioxid cardioprotect hepatoprotect renoprotect effect review summar main inform botan occurr tradit use extract method pharmacolog effect berberin berberinecontain plant
